Code,Description,UID,#ISIC,PARENT #ISIC,Level No.,Level Description,Sections,Division,Group,Class,Used For Concordance ,"Matches to 
Concordance NACE","Matches to 
Concordance
(NAICS to ISIC)","Matches to 
Concordance
(ISIC to NAICS)","Matches to 
Concordance
(ISIC to NACE)","Not in
Concordance
(ISIC to NAICS)","Matches to 
Concordance
(ANZSIC)",Matched to NETVIEW,"Matches to 
Concordance
(ISIC to NACE)","Matches to 
Concordance
(ISIC to NAICS)","Matches to 
Concordance
(ISIC to ANZSIC)",
8690,Other human health activities,F1.0692,ISIC-8690,ISIC-869,4,Class,Q,86,869,8690,Yes,1,16,16,1,,7,24,NACE-86.90,NAICS-621310;  NAICS-621320;  NAICS-621330;  NAICS-621340;  NAICS-621391;  NAICS-621399;  NAICS-621410;  NAICS-621420;  NAICS-621492;  NAICS-621498;  NAICS-621511;  NAICS-621512;  NAICS-621610;  NAICS-621910;  NAICS-621991;  NAICS-621999,ANZSIC-8520;  ANZSIC-8532;  ANZSIC-8533;  ANZSIC-8534;  ANZSIC-8539;  ANZSIC-8591;  ANZSIC-8599,
87,Residential care activities,F1.0693,ISIC-87,ISIC-Q,2,Division,Q,87,000,0000,Yes,1,0,0,1,Yes,0,1,NACE-87,,,
871,Residential nursing care facilities,F1.0694,ISIC-871,ISIC-87,3,Group,Q,87,871,0000,Yes,1,0,0,1,Yes,0,1,NACE-87.1,,,
8710,Residential nursing care facilities,F1.0695,ISIC-8710,ISIC-871,4,Class,Q,87,871,8710,Yes,1,1,1,1,,2,4,NACE-87.10,NAICS-623110,ANZSIC-8601;  ANZSIC-8609,
872,"Residential care activities for mental retardation, mental health and substance abuse",F1.0696,ISIC-872,ISIC-87,3,Group,Q,87,872,0000,Yes,1,0,0,1,Yes,0,1,NACE-87.2,,,
8720,"Residential care activities for mental retardation, mental health and substance abuse",F1.0697,ISIC-8720,ISIC-872,4,Class,Q,87,872,8720,Yes,1,2,2,1,,1,4,NACE-87.20,NAICS-623210;  NAICS-623220,ANZSIC-8609,
873,Residential care activities for the elderly and disabled,F1.0698,ISIC-873,ISIC-87,3,Group,Q,87,873,0000,Yes,1,0,0,1,Yes,0,1,NACE-87.3,,,
8730,Residential care activities for the elderly and disabled,F1.0699,ISIC-8730,ISIC-873,4,Class,Q,87,873,8730,Yes,1,2,2,1,,2,5,NACE-87.30,NAICS-623311;  NAICS-623312,ANZSIC-8601;  ANZSIC-8609,
879,Other residential care activities,F1.0700,ISIC-879,ISIC-87,3,Group,Q,87,879,0000,Yes,1,0,0,1,Yes,0,1,NACE-87.9,,,
8790,Other residential care activities,F1.0701,ISIC-8790,ISIC-879,4,Class,Q,87,879,8790,Yes,1,1,1,1,,2,4,NACE-87.90,NAICS-623990,ANZSIC-7714;  ANZSIC-8609,
88,Social work activities without accommodation,F1.0702,ISIC-88,ISIC-Q,2,Division,Q,88,000,0000,Yes,1,0,0,1,Yes,0,1,NACE-88,,,
881,Social work activities without accommodation for the elderly and disabled,F1.0703,ISIC-881,ISIC-88,3,Group,Q,88,881,0000,Yes,1,0,0,1,Yes,0,1,NACE-88.1,,,
8810,Social work activities without accommodation for the elderly and disabled,F1.0704,ISIC-8810,ISIC-881,4,Class,Q,88,881,8810,Yes,1,1,1,1,,1,3,NACE-88.10,NAICS-624120,ANZSIC-8790,
889,Other social work activities without accommodation,F1.0705,ISIC-889,ISIC-88,3,Group,Q,88,889,0000,Yes,1,0,0,1,Yes,0,1,NACE-88.9,,,
8890,Other social work activities without accommodation,F1.0706,ISIC-8890,ISIC-889,4,Class,Q,88,889,8890,Yes,2,10,10,2,,2,14,NACE-88.91;  NACE-88.99,NAICS-541990;  NAICS-621410;  NAICS-624110;  NAICS-624190;  NAICS-624210;  NAICS-624221;  NAICS-624229;  NAICS-624230;  NAICS-624310;  NAICS-624410,ANZSIC-8710;  ANZSIC-8790,
R,"Arts, entertainment and recreation",F1.0707,ISIC-R,ISIC,1,Sections,R,00,000,0000,Yes,1,0,0,1,Yes,0,1,NACE-R,,,
90,"Creative, arts and entertainment activities",F1.0708,ISIC-90,ISIC-R,2,Division,R,90,000,0000,Yes,1,0,0,1,Yes,0,1,NACE-90,,,
900,"Creative, arts and entertainment activities",F1.0709,ISIC-900,ISIC-90,3,Group,R,90,900,0000,Yes,1,0,0,1,Yes,0,1,NACE-90.0,,,
9000,"Creative, arts and entertainment activities",F1.0710,ISIC-9000,ISIC-900,4,Class,R,90,900,9000,Yes,4,7,7,4,,5,16,NACE-90.01;  NACE-90.02;  NACE-90.03;  NACE-90.04,NAICS-711110;  NAICS-711120;  NAICS-711130;  NAICS-711190;  NAICS-711310;  NAICS-711320;  NAICS-711510,ANZSIC-7299;  ANZSIC-8910;  ANZSIC-9001;  ANZSIC-9002;  ANZSIC-9003,
91,"Libraries, archives, museums and other cultural activities",F1.0711,ISIC-91,ISIC-R,2,Division,R,91,000,0000,Yes,1,0,0,1,Yes,0,1,NACE-91,,,
910,"Libraries, archives, museums and other cultural activities",F1.0712,ISIC-910,ISIC-91,3,Group,R,91,910,0000,Yes,1,0,0,1,Yes,0,1,NACE-91.0,,,
9101,Library and archives activities,F1.0713,ISIC-9101,ISIC-910,4,Class,R,91,910,9101,Yes,1,2,2,1,,1,4,NACE-91.01,NAICS-519120;  NAICS-519190,ANZSIC-6010,
9102,Museums activities and operation of historical sites and buildings,F1.0714,ISIC-9102,ISIC-910,4,Class,R,91,910,9102,Yes,2,2,2,2,,1,5,NACE-91.02;  NACE-91.03,NAICS-712110;  NAICS-712120,ANZSIC-8910,
9103,Botanical and zoological gardens and nature reserves activities,F1.0715,ISIC-9103,ISIC-910,4,Class,R,91,910,9103,Yes,1,2,2,1,,2,5,NACE-91.04,NAICS-712130;  NAICS-712190,ANZSIC-8921;  ANZSIC-8922,
92,Gambling and betting activities,F1.0716,ISIC-92,ISIC-R,2,Division,R,92,000,0000,Yes,1,0,0,1,Yes,0,1,NACE-92,,,
920,Gambling and betting activities,F1.0717,ISIC-920,ISIC-92,3,Group,R,92,920,0000,Yes,1,0,0,1,Yes,0,1,NACE-92.0,,,
9200,Gambling and betting activities,F1.0718,ISIC-9200,ISIC-920,4,Class,R,92,920,9200,Yes,1,3,3,1,,3,7,NACE-92.00,NAICS-713210;  NAICS-713290;  NAICS-721120,ANZSIC-9201;  ANZSIC-9202;  ANZSIC-9209,
93,Sports activities and amusement and recreation activities,F1.0719,ISIC-93,ISIC-R,2,Division,R,93,000,0000,Yes,1,0,0,1,Yes,0,1,NACE-93,,,
931,Sports activities,F1.0720,ISIC-931,ISIC-93,3,Group,R,93,931,0000,Yes,1,0,0,1,Yes,0,1,NACE-93.1,,,
9311,Operation of sports facilities,F1.0721,ISIC-9311,ISIC-931,4,Class,R,93,931,9311,Yes,2,5,5,2,,4,11,NACE-93.11;  NACE-93.13,NAICS-711212;  NAICS-711310;  NAICS-713910;  NAICS-713940;  NAICS-713950,ANZSIC-9111;  ANZSIC-9113;  ANZSIC-9121;  ANZSIC-9139,
9312,Activities of sports clubs,F1.0722,ISIC-9312,ISIC-931,4,Class,R,93,931,9312,Yes,1,2,2,1,,2,5,NACE-93.12,NAICS-711211;  NAICS-713990,ANZSIC-9112;  ANZSIC-9139,
9319,Other sports activities,F1.0723,ISIC-9319,ISIC-931,4,Class,R,93,931,9319,Yes,1,5,5,1,,6,12,NACE-93.19,NAICS-711219;  NAICS-711310;  NAICS-711320;  NAICS-713990;  NAICS-813990,ANZSIC-7299;  ANZSIC-9112;  ANZSIC-9114;  ANZSIC-9121;  ANZSIC-9129;  ANZSIC-9139,
932,Other amusement and recreation activities,F1.0724,ISIC-932,ISIC-93,3,Group,R,93,932,0000,Yes,1,0,0,1,Yes,0,1,NACE-93.2,,,
9321,Activities of amusement parks and theme parks,F1.0725,ISIC-9321,ISIC-932,4,Class,R,93,932,9321,Yes,1,1,1,1,,2,4,NACE-93.21,NAICS-713110,ANZSIC-9131;  ANZSIC-9139,
9329,Other amusement and recreation activities n.e.c.,F1.0726,ISIC-9329,ISIC-932,4,Class,R,93,932,9329,Yes,1,7,7,1,,3,11,NACE-93.29,NAICS-711190;  NAICS-711310;  NAICS-711320;  NAICS-713120;  NAICS-713920;  NAICS-713930;  NAICS-713990,ANZSIC-7299;  ANZSIC-9131;  ANZSIC-9139,
S,Other service activities,F1.0727,ISIC-S,ISIC,1,Sections,S,00,000,0000,Yes,1,0,0,1,Yes,0,1,NACE-S,,,
94,Activities of membership organizations,F1.0728,ISIC-94,ISIC-S,2,Division,S,94,000,0000,Yes,1,0,0,1,Yes,0,1,NACE-94,,,
941,"Activities of business, employers and professional membership organizations",F1.0729,ISIC-941,ISIC-94,3,Group,S,94,941,0000,Yes,1,0,0,1,Yes,0,1,NACE-94.1,,,
9411,Activities of business and employers membership organizations,F1.0730,ISIC-9411,ISIC-941,4,Class,S,94,941,9411,Yes,1,1,1,1,,1,3,NACE-94.11,NAICS-813910,ANZSIC-9551,
9412,Activities of professional membership organizations,F1.0731,ISIC-9412,ISIC-941,4,Class,S,94,941,9412,Yes,1,1,1,1,,1,3,NACE-94.12,NAICS-813920,ANZSIC-9551,
942,Activities of trade unions,F1.0732,ISIC-942,ISIC-94,3,Group,S,94,942,0000,Yes,1,0,0,1,Yes,0,1,NACE-94.2,,,
9420,Activities of trade unions,F1.0733,ISIC-9420,ISIC-942,4,Class,S,94,942,9420,Yes,1,1,1,1,,1,3,NACE-94.20,NAICS-813930,ANZSIC-9552,
949,Activities of other membership organizations,F1.0734,ISIC-949,ISIC-94,3,Group,S,94,949,0000,Yes,1,0,0,1,Yes,0,1,NACE-94.9,,,
9491,Activities of religious organizations,F1.0735,ISIC-9491,ISIC-949,4,Class,S,94,949,9491,Yes,1,1,1,1,,1,3,NACE-94.91,NAICS-813110,ANZSIC-9540,
9492,Activities of political organizations,F1.0736,ISIC-9492,ISIC-949,4,Class,S,94,949,9492,Yes,1,1,1,1,,1,3,NACE-94.92,NAICS-813940,ANZSIC-9559,
9499,Activities of other membership organizations n.e.c.,F1.0737,ISIC-9499,ISIC-949,4,Class,S,94,949,9499,Yes,1,8,8,1,,1,10,NACE-94.99,NAICS-813211;  NAICS-813212;  NAICS-813219;  NAICS-813311;  NAICS-813312;  NAICS-813319;  NAICS-813410;  NAICS-813990,ANZSIC-9559,
95,Repair of computers and personal and household goods,F1.0738,ISIC-95,ISIC-S,2,Division,S,95,000,0000,Yes,1,0,0,1,Yes,0,1,NACE-95,,,
951,Repair of computers and communication equipment,F1.0739,ISIC-951,ISIC-95,3,Group,S,95,951,0000,Yes,1,0,0,1,Yes,0,1,NACE-95.1,,,
9511,Repair of computers and peripheral equipment,F1.0740,ISIC-9511,ISIC-951,4,Class,S,95,951,9511,Yes,1,1,1,1,,1,3,NACE-95.11,NAICS-811212,ANZSIC-9422,
9512,Repair of communication equipment,F1.0741,ISIC-9512,ISIC-951,4,Class,S,95,951,9512,Yes,1,2,2,1,,1,4,NACE-95.12,NAICS-811211;  NAICS-811213,ANZSIC-9422,
952,Repair of personal and household goods,F1.0742,ISIC-952,ISIC-95,3,Group,S,95,952,0000,Yes,1,0,0,1,Yes,0,1,NACE-95.2,,,
9521,Repair of consumer electronics,F1.0743,ISIC-9521,ISIC-952,4,Class,S,95,952,9521,Yes,1,3,3,1,,1,5,NACE-95.21,NAICS-443142;  NAICS-811211;  NAICS-811213,ANZSIC-9421,
9522,Repair of household appliances and home and garden equipment,F1.0744,ISIC-9522,ISIC-952,4,Class,S,95,952,9522,Yes,1,5,5,1,,2,8,NACE-95.22,NAICS-443141;  NAICS-444210;  NAICS-811411;  NAICS-811412;  NAICS-811490,ANZSIC-9421;  ANZSIC-9499,
9523,Repair of footwear and leather goods,F1.0745,ISIC-9523,ISIC-952,4,Class,S,95,952,9523,Yes,1,2,2,1,,2,5,NACE-95.23,NAICS-448320;  NAICS-811430,ANZSIC-9491;  ANZSIC-9499,
9524,Repair of furniture and home furnishings,F1.0746,ISIC-9524,ISIC-952,4,Class,S,95,952,9524,Yes,1,2,2,1,,1,4,NACE-95.24,NAICS-442291;  NAICS-811420,ANZSIC-9499,
9529,Repair of other personal and household goods,F1.0747,ISIC-9529,ISIC-952,4,Class,S,95,952,9529,Yes,2,5,5,2,,3,10,NACE-95.25;  NACE-95.29,NAICS-448310;  NAICS-451110;  NAICS-451140;  NAICS-811490;  NAICS-812990,ANZSIC-7712;  ANZSIC-9491;  ANZSIC-9499,
96,Other personal service activities,F1.0748,ISIC-96,ISIC-S,2,Division,S,96,000,0000,Yes,1,0,0,1,Yes,0,1,NACE-96,,,
960,Other personal service activities,F1.0749,ISIC-960,ISIC-96,3,Group,S,96,960,0000,Yes,1,0,0,1,Yes,0,1,NACE-96.0,,,
9601,Washing and (dry-) cleaning of textile and fur products,F1.0750,ISIC-9601,ISIC-960,4,Class,S,96,960,9601,Yes,1,5,5,1,,1,7,NACE-96.01,NAICS-561740;  NAICS-812310;  NAICS-812320;  NAICS-812331;  NAICS-812332,ANZSIC-9531,
9602,Hairdressing and other beauty treatment,F1.0751,ISIC-9602,ISIC-960,4,Class,S,96,960,9602,Yes,1,3,3,1,,1,5,NACE-96.02,NAICS-812111;  NAICS-812112;  NAICS-812113,ANZSIC-9511,
9603,Funeral and related activities,F1.0752,ISIC-9603,ISIC-960,4,Class,S,96,960,9603,Yes,1,2,2,1,,1,4,NACE-96.03,NAICS-812210;  NAICS-812220,ANZSIC-9520,
9609,Other personal service activities n.e.c.,F1.0753,ISIC-9609,ISIC-960,4,Class,S,96,960,9609,Yes,2,5,5,2,,6,13,NACE-96.04;  NACE-96.09,NAICS-812191;  NAICS-812199;  NAICS-812910;  NAICS-812930;  NAICS-812990,ANZSIC-6991;  ANZSIC-9511;  ANZSIC-9512;  ANZSIC-9533;  ANZSIC-9534;  ANZSIC-9539,
T,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,F1.0754,ISIC-T,ISIC,1,Sections,T,00,000,0000,Yes,1,0,0,1,Yes,0,1,NACE-T,,,
97,Activities of households as employers of domestic personnel,F1.0755,ISIC-97,ISIC-T,2,Division,T,97,000,0000,Yes,1,0,0,1,Yes,0,1,NACE-97,,,
970,Activities of households as employers of domestic personnel,F1.0756,ISIC-970,ISIC-97,3,Group,T,97,970,0000,Yes,1,0,0,1,Yes,0,1,NACE-97.0,,,
9700,Activities of households as employers of domestic personnel,F1.0757,ISIC-9700,ISIC-970,4,Class,T,97,970,9700,Yes,1,1,1,1,,1,3,NACE-97.00,NAICS-814110,ANZSIC-9601,
98,Undifferentiated goods- and services-producing activities of private households for own use,F1.0758,ISIC-98,ISIC-T,2,Division,T,98,000,0000,Yes,1,0,0,1,Yes,0,1,NACE-98,,,
981,Undifferentiated goods-producing activities of private households for own use,F1.0759,ISIC-981,ISIC-98,3,Group,T,98,981,0000,Yes,1,0,0,1,Yes,0,1,NACE-98.1,,,
9810,Undifferentiated goods-producing activities of private households for own use,F1.0760,ISIC-9810,ISIC-981,4,Class,T,98,981,9810,Yes,1,1,1,1,,1,3,NACE-98.10,NAICS-0,ANZSIC-9602,
982,Undifferentiated service-producing activities of private households for own use,F1.0761,ISIC-982,ISIC-98,3,Group,T,98,982,0000,Yes,1,0,0,1,Yes,0,1,NACE-98.2,,,
9820,Undifferentiated service-producing activities of private households for own use,F1.0762,ISIC-9820,ISIC-982,4,Class,T,98,982,9820,Yes,1,1,1,1,,1,3,NACE-98.20,NAICS-0,ANZSIC-9603,
U,Activities of extraterritorial organizations and bodies,F1.0763,ISIC-U,ISIC,1,Sections,U,00,000,0000,Yes,1,0,0,1,Yes,0,1,NACE-U,,,
99,Activities of extraterritorial organizations and bodies,F1.0764,ISIC-99,ISIC-U,2,Division,U,99,000,0000,Yes,1,0,0,1,Yes,0,1,NACE-99,,,
990,Activities of extraterritorial organizations and bodies,F1.0765,ISIC-990,ISIC-99,3,Group,U,99,990,0000,Yes,1,0,0,1,Yes,0,1,NACE-99.0,,,
9900,Activities of extraterritorial organizations and bodies,F1.0766,ISIC-9900,ISIC-990,4,Class,U,99,990,9900,Yes,1,1,1,1,,1,3,NACE-99.00,NAICS-928120,ANZSIC-7552,
