Part of NAICS US,2017NAICSUS  ,2017 NAICS US TITLE,Part of ISIC,ISIC 4.0,ISIC Revision 4.0 Title,"Notes:  link content based on NAICS definition, entire NAICS industry if blank",ISIC 4.02,UID,#NAICS,#ISIC,Comments,#NAICS matches,#ISIC matches
*,339991,"Gasket, Packing, and Sealing Device Manufacturing",*,1399,Manufacture of other textiles n.e.c.,textile gaskets,1399,F4.0857,NAICS-339991,ISIC-1399,,1,1
*,339991,"Gasket, Packing, and Sealing Device Manufacturing",*,1512,"Manufacture of luggage, handbags and the like, saddlery and harness",leather gaskets,1512,F4.0858,NAICS-339991,ISIC-1512,,1,1
*,339991,"Gasket, Packing, and Sealing Device Manufacturing",*,1629,"Manufacture of other products of wood; manufacture of articles of cork, straw and plaiting materials",cork gaskets,1629,F4.0859,NAICS-339991,ISIC-1629,,1,1
*,339991,"Gasket, Packing, and Sealing Device Manufacturing",*,1709,Manufacture of other articles of paper and paperboard,paper or paperboard gaskets made from purchased paper,1709,F4.0860,NAICS-339991,ISIC-1709,,1,1
*,339991,"Gasket, Packing, and Sealing Device Manufacturing",*,2219,Manufacture of other rubber products,"except textile, leather, cork, paper, plastic, nonmetallic mineral and multimaterial laminated gaskets",2219,F4.0861,NAICS-339991,ISIC-2219,,1,1
*,339991,"Gasket, Packing, and Sealing Device Manufacturing",*,2220,Manufacture of plastics products,plastic gaskets,2220,F4.0862,NAICS-339991,ISIC-2220,,1,1
*,339991,"Gasket, Packing, and Sealing Device Manufacturing",*,2399,Manufacture of other non-metallic mineral products n.e.c.,nonmetallic mineral gaskets,2399,F4.0863,NAICS-339991,ISIC-2399,,1,1
*,339991,"Gasket, Packing, and Sealing Device Manufacturing",*,2819,Manufacture of other general-purpose machinery,gaskets and sealing devices of a combination of materials or laminates of the same material,2819,F4.0864,NAICS-339991,ISIC-2819,,1,1
,339992,Musical Instrument Manufacturing,*,3220,Manufacture of musical instruments, ,3220,F4.0865,NAICS-339992,ISIC-3220,,1,1
*,339993,"Fastener, Button, Needle, and Pin Manufacturing",*,2599,Manufacture of other fabricated metal products n.e.c.,"buckles, hooks, clasps, and similar",2599,F4.0866,NAICS-339993,ISIC-2599,,1,1
*,339993,"Fastener, Button, Needle, and Pin Manufacturing",*,2826,"Manufacture of machinery for textile, apparel and leather production","sewing needles, household or commercial",2826,F4.0867,NAICS-339993,ISIC-2826,,1,1
*,339993,"Fastener, Button, Needle, and Pin Manufacturing",*,3290,Other manufacturing n.e.c.,"except metal buckles, hooks, and similar, and sewing needles",3290,F4.0868,NAICS-339993,ISIC-3290,,1,1
,339994,"Broom, Brush, and Mop Manufacturing",*,3290,Other manufacturing n.e.c., ,3290,F4.0869,NAICS-339994,ISIC-3290,,1,1
,339995,Burial Casket Manufacturing,*,3290,Other manufacturing n.e.c., ,3290,F4.0870,NAICS-339995,ISIC-3290,,1,1
*,339999,All Other Miscellaneous Manufacturing,*,1410,"Manufacture of wearing apparel, except fur apparel",hair nets,1410,F4.0871,NAICS-339999,ISIC-1410,,1,1
*,339999,All Other Miscellaneous Manufacturing,*,1629,"Manufacture of other products of wood; manufacture of articles of cork, straw and plaiting materials",wooden mirror and picture frames,1629,F4.0872,NAICS-339999,ISIC-1629,,1,1
*,339999,All Other Miscellaneous Manufacturing,*,2023,"Manufacture of soap and detergents, cleaning and polishing preparations, perfumes, and toilet preparations",potpourri,2023,F4.0873,NAICS-339999,ISIC-2023,,1,1
*,339999,All Other Miscellaneous Manufacturing,*,2220,Manufacture of plastics products,miscellaneous plastic items,2220,F4.0874,NAICS-339999,ISIC-2220,,1,1
*,339999,All Other Miscellaneous Manufacturing,*,2599,Manufacture of other fabricated metal products n.e.c.,metal picture frames ,2599,F4.0875,NAICS-339999,ISIC-2599,,1,1
*,339999,All Other Miscellaneous Manufacturing,*,2819,Manufacture of other general-purpose machinery,fire extinguishers,2819,F4.0876,NAICS-339999,ISIC-2819,,1,1
*,339999,All Other Miscellaneous Manufacturing,*,3220,Manufacture of musical instruments,music boxes and whistles,3220,F4.0877,NAICS-339999,ISIC-3220,,1,1
*,339999,All Other Miscellaneous Manufacturing,*,3240,Manufacture of games and toys,"coin operated game machines, puppets, slot machines",3240,F4.0878,NAICS-339999,ISIC-3240,,1,1
*,339999,All Other Miscellaneous Manufacturing,*,3290,Other manufacturing n.e.c.,"except coin operated game machines, puppets, slot machines, music boxes, whistles, fire extinguishers, picture frames, hair nets, potpourri, and miscellaneous plastics items",3290,F4.0879,NAICS-339999,ISIC-3290,,1,1
*,423110,Automobile and Other Motor Vehicle Merchant Wholesalers,*,4510,Sale of motor vehicles,except motor vehicle bodies and motorcycles,4510,F4.0880,NAICS-423110,ISIC-4510,,1,1
*,423110,Automobile and Other Motor Vehicle Merchant Wholesalers,*,4530,Sale of motor vehicle parts and accessories,motor vehicle bodies,4530,F4.0881,NAICS-423110,ISIC-4530,,1,1
*,423110,Automobile and Other Motor Vehicle Merchant Wholesalers,*,4540,"Sale, maintenance and repair of motorcycles and related parts and accessories",motorcycles,4540,F4.0882,NAICS-423110,ISIC-4540,,1,1
*,423120,Motor Vehicle Supplies and New Parts Merchant Wholesalers,*,4530,Sale of motor vehicle parts and accessories,"except new motorcycle parts, engine testing equipment, and mechanics' hand tools",4530,F4.0883,NAICS-423120,ISIC-4530,,1,1
*,423120,Motor Vehicle Supplies and New Parts Merchant Wholesalers,*,4540,"Sale, maintenance and repair of motorcycles and related parts and accessories",new motorcycle parts,4540,F4.0884,NAICS-423120,ISIC-4540,,1,1
*,423120,Motor Vehicle Supplies and New Parts Merchant Wholesalers ,*,4659,Wholesale of other machinery and equipment,engine testing equipment,4659,F4.0885,NAICS-423120,ISIC-4659,,1,1
*,423120,Motor Vehicle Supplies and New Parts Merchant Wholesalers ,*,4663,"Wholesale of construction materials, hardware, plumbing and heating equipment and supplies",mechanics' hand tools,4663,F4.0886,NAICS-423120,ISIC-4663,,1,1
*,423130,Tire and Tube Merchant Wholesalers ,*,4530,Sale of motor vehicle parts and accessories,except motorcycle tires and tubes,4530,F4.0887,NAICS-423130,ISIC-4530,,1,1
*,423130,Tire and Tube Merchant Wholesalers ,*,4540,"Sale, maintenance and repair of motorcycles and related parts and accessories",motorcycle tires and tubes,4540,F4.0888,NAICS-423130,ISIC-4540,,1,1
*,423140,Motor Vehicle Parts (Used) Merchant Wholesalers ,*,4530,Sale of motor vehicle parts and accessories,except used motorcycle parts,4530,F4.0889,NAICS-423140,ISIC-4530,,1,1
*,423140,Motor Vehicle Parts (Used) Merchant Wholesalers ,*,4540,"Sale, maintenance and repair of motorcycles and related parts and accessories",used motorcycle parts,4540,F4.0890,NAICS-423140,ISIC-4540,,1,1
*,423210,Furniture Merchant Wholesalers,*,4649,Wholesale of other household goods,household furniture,4649,F4.0891,NAICS-423210,ISIC-4649,,1,1
*,423210,Furniture Merchant Wholesalers,*,4659,Wholesale of other machinery and equipment,except household furniture,4659,F4.0892,NAICS-423210,ISIC-4659,,1,1
*,423220,Home Furnishing Merchant Wholesalers ,*,4641,"Wholesale of textiles, clothing and footwear","linens (bed, bath, table, etc.)",4641,F4.0893,NAICS-423220,ISIC-4641,,1,1
*,423220,Home Furnishing Merchant Wholesalers,*,4649,Wholesale of other household goods,except linens and floor coverings,4649,F4.0894,NAICS-423220,ISIC-4649,,1,1
*,423220,Home Furnishing Merchant Wholesalers,*,4663,"Wholesale of construction materials, hardware, plumbing and heating equipment and supplies",floor coverings,4663,F4.0895,NAICS-423220,ISIC-4663,,1,1
*,423310,"Lumber, Plywood, Millwork, and Wood Panel Merchant Wholesalers",*,4649,Wholesale of other household goods,kitchen cabinets,4649,F4.0896,NAICS-423310,ISIC-4649,,1,1
*,423310,"Lumber, Plywood, Millwork, and Wood Panel Merchant Wholesalers",*,4663,"Wholesale of construction materials, hardware, plumbing and heating equipment and supplies",except kitchen cabinets,4663,F4.0897,NAICS-423310,ISIC-4663,,1,1
,423320,"Brick, Stone, and Related Construction Material Merchant Wholesalers",*,4663,"Wholesale of construction materials, hardware, plumbing and heating equipment and supplies", ,4663,F4.0898,NAICS-423320,ISIC-4663,,1,1
,423330,"Roofing, Siding, and Insulation Material Merchant Wholesalers",*,4663,"Wholesale of construction materials, hardware, plumbing and heating equipment and supplies", ,4663,F4.0899,NAICS-423330,ISIC-4663,,1,1
,423390,Other Construction Material Merchant Wholesalers ,*,4663,"Wholesale of construction materials, hardware, plumbing and heating equipment and supplies", ,4663,F4.0900,NAICS-423390,ISIC-4663,,1,1
*,423410,Photographic Equipment and Supplies Merchant Wholesalers,*,4649,Wholesale of other household goods,"except motion picture and theater projection equipment, commercial video equipment, and television cameras",4649,F4.0901,NAICS-423410,ISIC-4649,,1,1
*,423410,Photographic Equipment and Supplies Merchant Wholesalers,*,4659,Wholesale of other machinery and equipment,"motion picture and theater projection equipment, commercial video equipment, and television cameras",4659,F4.0902,NAICS-423410,ISIC-4659,,1,1
,423420,Office Equipment Merchant Wholesalers,*,4659,Wholesale of other machinery and equipment, ,4659,F4.0903,NAICS-423420,ISIC-4659,,1,1
,423430,Computer and Computer Peripheral Equipment and Software Merchant Wholesalers,,4651,"Wholesale of computers, computer peripheral equipment and software", ,4651,F4.0904,NAICS-423430,ISIC-4651,,1,1
,423440,Other Commercial Equipment Merchant Wholesalers,*,4659,Wholesale of other machinery and equipment, ,4659,F4.0905,NAICS-423440,ISIC-4659,,1,1
*,423450,"Medical, Dental, and Hospital Equipment and Supplies Merchant Wholesalers",*,4649,Wholesale of other household goods,medical instruments and orthopedic devices,4649,F4.0906,NAICS-423450,ISIC-4649,,1,1
*,423450,"Medical, Dental, and Hospital Equipment and Supplies Merchant Wholesalers",*,4659,Wholesale of other machinery and equipment,except household medical instruments and orthopedic devices,4659,F4.0907,NAICS-423450,ISIC-4659,,1,1
,423460,Ophthalmic Goods Merchant Wholesalers,*,4649,Wholesale of other household goods, ,4649,F4.0908,NAICS-423460,ISIC-4649,,1,1
,423490,Other Professional Equipment and Supplies Merchant Wholesalers ,*,4659,Wholesale of other machinery and equipment, ,4659,F4.0909,NAICS-423490,ISIC-4659,,1,1
,423510,Metal Service Centers and Other Metal Merchant Wholesalers,*,4662,Wholesale of metals and metal ores, ,4662,F4.0910,NAICS-423510,ISIC-4662,,1,1
*,423520,Coal and Other Mineral and Ore Merchant Wholesalers ,*,4661,"Wholesale of solid, liquid and gaseous fuels and related products",except metal ores,4661,F4.0911,NAICS-423520,ISIC-4661,,1,1
*,423520,Coal and Other Mineral and Ore Merchant Wholesalers ,*,4662,Wholesale of metals and metal ores,metal ores,4662,F4.0912,NAICS-423520,ISIC-4662,,1,1
*,423610,"Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers",*,4649,Wholesale of other household goods,lighting equipment and light bulbs,4649,F4.0913,NAICS-423610,ISIC-4649,,1,1
*,423610,"Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers",*,4652,Wholesale of electronic and telecommunications equipment and parts,security systems,4652,F4.0914,NAICS-423610,ISIC-4652,,1,1
*,423610,"Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers",*,4659,Wholesale of other machinery and equipment,"except lighting equipment, light bulbs, and security systems",4659,F4.0915,NAICS-423610,ISIC-4659,,1,1
,423620,"Household Appliances, Electric Housewares, and Consumer Electronics Merchant Wholesalers ",*,4649,Wholesale of other household goods,,4649,F4.0916,NAICS-423620,ISIC-4649,,1,1
*,423690,Other Electronic Parts and Equipment Merchant Wholesalers,*,4652,Wholesale of electronic and telecommunications equipment and parts,except sonar and radar equipment,4652,F4.0917,NAICS-423690,ISIC-4652,,1,1
*,423690,Other Electronic Parts and Equipment Merchant Wholesalers,*,4659,Wholesale of other machinery and equipment,sonar and radar equipment ,4659,F4.0918,NAICS-423690,ISIC-4659,,1,1
,423710,Hardware Merchant Wholesalers,*,4663,"Wholesale of construction materials, hardware, plumbing and heating equipment and supplies", ,4663,F4.0919,NAICS-423710,ISIC-4663,,1,1
*,423720,Plumbing and Heating Equipment and Supplies (Hydronics) Merchant Wholesalers ,*,4659,Wholesale of other machinery and equipment,"power boilers
",4659,F4.0920,NAICS-423720,ISIC-4659,,1,1
*,423720,Plumbing and Heating Equipment and Supplies (Hydronics) Merchant Wholesalers ,*,4663,"Wholesale of construction materials, hardware, plumbing and heating equipment and supplies",except power boilers,4663,F4.0921,NAICS-423720,ISIC-4663,,1,1
*,423730,Warm Air Heating and Air-Conditioning Equipment and Supplies Merchant Wholesalers,*,4530,Sale of motor vehicle parts and accessories,automotive air-conditioners,4530,F4.0922,NAICS-423730,ISIC-4530,,1,1
*,423730,Warm Air Heating and Air-Conditioning Equipment and Supplies Merchant Wholesalers,*,4663,"Wholesale of construction materials, hardware, plumbing and heating equipment and supplies",except automotive air-conditioners,4663,F4.0923,NAICS-423730,ISIC-4663,,1,1
,423740,Refrigeration Equipment and Supplies Merchant Wholesalers,*,4659,Wholesale of other machinery and equipment, ,4659,F4.0924,NAICS-423740,ISIC-4659,,1,1
,423810,Construction and Mining (except Oil Well) Machinery and Equipment Merchant Wholesalers,*,4659,Wholesale of other machinery and equipment, ,4659,F4.0925,NAICS-423810,ISIC-4659,,1,1
,423820,Farm and Garden Machinery and Equipment Merchant Wholesalers,,4653,"Wholesale of agricultural machinery, equipment and supplies", ,4653,F4.0926,NAICS-423820,ISIC-4653,,1,1
*,423830,Industrial Machinery and Equipment Merchant Wholesalers,*,4659,Wholesale of other machinery and equipment,"except chainsaws, ladders, and welding supplies and consumables",4659,F4.0927,NAICS-423830,ISIC-4659,,1,1
*,423830,Industrial Machinery and Equipment Merchant Wholesalers,*,4663,"Wholesale of construction materials, hardware, plumbing and heating equipment and supplies","chainsaws, ladders, and welding supplies and consumables",4663,F4.0928,NAICS-423830,ISIC-4663,,1,1
*,423840,Industrial Supplies Merchant Wholesalers ,*,4659,Wholesale of other machinery and equipment,except printing inks,4659,F4.0929,NAICS-423840,ISIC-4659,,1,1
*,423840,Industrial Supplies Merchant Wholesalers ,*,4669,Wholesale of waste and scrap and other products n.e.c.,printing inks,4669,F4.0930,NAICS-423840,ISIC-4669,,1,1
*,423850,Service Establishment Equipment and Supplies Merchant Wholesalers ,*,4649,Wholesale of other household goods,janitorial supplies,4649,F4.0931,NAICS-423850,ISIC-4649,,1,1
*,423850,Service Establishment Equipment and Supplies Merchant Wholesalers,*,4659,Wholesale of other machinery and equipment,except janitorial supplies,4659,F4.0932,NAICS-423850,ISIC-4659,,1,1
,423860,Transportation Equipment and Supplies (except Motor Vehicle) Merchant Wholesalers ,*,4659,Wholesale of other machinery and equipment, ,4659,F4.0933,NAICS-423860,ISIC-4659,,1,1
*,423910,Sporting and Recreational Goods and Supplies Merchant Wholesalers,*,4510,Sale of motor vehicles,go-carts,4510,F4.0934,NAICS-423910,ISIC-4510,,1,1
*,423910,Sporting and Recreational Goods and Supplies Merchant Wholesalers,*,4649,Wholesale of other household goods,except go-carts and hot tubs,4649,F4.0935,NAICS-423910,ISIC-4649,,1,1
*,423910,Sporting and Recreational Goods and Supplies Merchant Wholesalers,*,4663,"Wholesale of construction materials, hardware, plumbing and heating equipment and supplies",hot tubs,4663,F4.0936,NAICS-423910,ISIC-4663,,1,1
,423920,Toy and Hobby Goods and Supplies Merchant Wholesalers,*,4649,Wholesale of other household goods, ,4649,F4.0937,NAICS-423920,ISIC-4649,,1,1
,423930,Recyclable Material Merchant Wholesalers,*,4669,Wholesale of waste and scrap and other products n.e.c., ,4669,F4.0938,NAICS-423930,ISIC-4669,,1,1
*,423940,"Jewelry, Watch, Precious Stone, and Precious Metal Merchant Wholesalers",*,4649,Wholesale of other household goods,except precious stones,4649,F4.0939,NAICS-423940,ISIC-4649,,1,1
*,423940,"Jewelry, Watch, Precious Stone, and Precious Metal Merchant Wholesalers ",*,4669,Wholesale of waste and scrap and other products n.e.c.,precious stones,4669,F4.0940,NAICS-423940,ISIC-4669,,1,1
